"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"75","141397_at","Cpr49Ac","36348","Cuticular protein 49Ac",0.433948423713574,5.17848794236911,2.03519376673656,0.055859814894849,0.0657604697656921,-5.8816424274177
"76","141400_at","Ranbp9","41367","Ranbp9",-0.7380032006096,5.74693238963026,-6.89918556698528,1.31821846169129e-06,4.76880037210584e-06,4.70830150459833
"77","141403_at","Traf-like","32611","TNF-receptor-associated factor-like",-0.397279789634634,3.05804192824155,-3.56322529124545,0.00204567331765965,0.00306105955337625,-2.73393939519485
"78","141404_at","Spn43Aa","45041","Serpin 43Aa",-0.0163217161246063,6.23147289612016,-0.0356126160842757,0.971958560331808,0.972296632874532,-7.85080055984709
"79","141407_at","Lsp1gamma","38015","Larval serum protein 1 gamma",4.0521223900827,7.93914332294186,7.79871565873192,2.26045120348018e-07,1.09815163196098e-06,6.5231652550408
"80","141410_at","Cht5","41687","Chitinase 5",-0.588182681368353,5.14723810969555,-2.46315282364241,0.0233727172432873,0.0289616263643664,-5.08260986267088
"81","141415_at","Pof","37947","Painting of fourth",-0.574698952406234,4.64432097271366,-5.26965282749423,4.21214983536713e-05,9.16349691869582e-05,1.16459622571385
"82","141417_at","Tango9","41450","Transport and Golgi organization 9",-0.727219957217905,8.33401558237624,-5.43272788698833,2.935810915814e-05,6.79275317287294e-05,1.53191796226371
"83","141422_at","Csk","41398","C-terminal Src kinase",-0.564109817627156,6.84354882978101,-3.79877723614499,0.00119298037943343,0.00185962686788647,-2.20040678357912
"84","141423_at","Dronc","39173","Death regulator Nedd2-like caspase",-1.87967159176334,6.494170597762,-18.7931778564447,7.85566703226689e-14,5.64822459619989e-12,21.8406894553519
"85","141427_at","CG17068","33024","uncharacterized protein",-0.716688085348651,6.43185849590628,-5.53373115381232,2.35096160394122e-05,5.61109176177174e-05,1.75825089306228
"86","141428_at","Tmhs","38251","Tetraspan membrane protein in hair cell stereocilia",0.141531030565951,4.16881686879673,0.795083414664169,0.436275161778855,0.459775509445214,-7.52478640467039
"87","141429_at","CG8300","31658","uncharacterized protein",-0.623928631206879,7.61811100022594,-6.92827632401833,1.24302416918565e-06,4.56569286152991e-06,4.76866426099682
"88","141430_at","br","44505","broad",1.18177247347505,7.55059740101652,7.24940415977517,6.54938487512467e-07,2.65670393524098e-06,5.42762760289346
"89","141436_at","CG3505","41777","uncharacterized protein",0.130296316588463,3.90271139421501,0.881479398388089,0.388950303055849,0.413385466219003,-7.45140110134658
"90","141437_at","CG5618","40241","uncharacterized protein",-0.862513521733454,5.95465925335408,-5.60899734412711,1.99373979028064e-05,4.87584662997205e-05,1.9262879173262
"91","141439_at","CG32302","38293","uncharacterized protein",-0.356155807671366,3.91838204525227,-1.83685698219775,0.0817475971568692,0.0945340126349642,-6.21896590874659
"92","141440_at","b","34791","black",-0.325391794809782,3.85605282850963,-2.77587538246384,0.0119534082831635,0.0155697473833235,-4.44921818123079
"93","141443_at","Oscillin","33783","oscillin",-0.610277905628545,5.78344829224898,-6.29902993309817,4.54132016173276e-06,1.36192250105771e-05,3.43887030137105
"94","141446_at","CG5447","43192","uncharacterized protein",-0.971445887724872,6.24056440641338,-4.04272207033834,0.000681445234846017,0.00111101842143829,-1.64295523311725
"95","141448_at","Ocrl","31157","Oculocerebrorenal syndrome of Lowe",0.705756081303833,6.07191236051659,6.53617946063205,2.76968982915378e-06,9.08281408055448e-06,3.94590186056863
"96","141451_at","Fcp1","37925","TFIIF-interacting CTD phosphatase",-1.20487385578823,5.55794252790359,-9.73995997484048,7.2061770823428e-09,5.93838546957532e-08,10.0797700848132
"97","141454_at","Fbl6","36201","F-box and leucine-rich repeat protein 6",-0.347823719789109,6.36783373086753,-2.40728627424068,0.0262760916861936,0.0323917872651063,-5.19177045686975
"98","141455_at","CG9328","35344","uncharacterized protein",-0.742647743209481,3.81124573004218,-7.21970900396443,6.94511421022582e-07,2.78854203761114e-06,5.36726252086816
"99","141457_at","Mtor","36264","Megator",-1.38871247304381,7.27359008791993,-13.5765967478931,2.66189646142418e-11,6.22407660411051e-10,15.8630413240185
"100","141458_at","Mtp","35362","Microsomal triacylglycerol transfer protein",-0.348536789370103,6.59289592233512,-2.31552272535842,0.0317838557371822,0.0387496265791165,-5.36811810911057
"101","141459_at","p115","31698","p115",-0.225395300483077,5.48026325282695,-1.616297377864,0.122327594626784,0.137750259258665,-6.56504424378534
"102","141461_at","Alas","37815","Aminolevulinate synthase",0.568566473980741,6.06190085635408,5.83007341972636,1.23331082549223e-05,3.26611596143245e-05,2.41657944214714
"103","141464_at","pcx","31204","pecanex",-0.964091781913076,5.14194835942167,-8.52293395606522,5.91150209588771e-08,3.5272780140608e-07,7.9064638519375
"104","141465_at","CG10026","35226","uncharacterized protein",0.565028121952073,3.18137723363771,3.16254049237385,0.00507417665477044,0.00702954338107889,-3.62366087764984
"105","141467_at","px","37573","plexus",-0.637851686053816,5.29750096811677,-3.17860244665643,0.00489430021869006,0.00679343987883814,-3.58856466944005
"106","141470_at","CG8963","36913","uncharacterized protein",-0.6442919203208,8.84152420484462,-4.47200527293248,0.000254790345334916,0.000459421337418945,-0.656747422059325
"107","141471_at","Set2","32301","SET domain containing 2",-0.596980423473609,6.43836293910052,-5.68693857454831,1.68206725783261e-05,4.20663081176225e-05,2.09971235445807
"108","141473_at","kek1","34688","kekkon 1",0.117163475581695,5.71192877864451,0.87401188716494,0.392903072179112,0.417124117972362,-7.45802071474354
"109","141474_at","park","40336","parkin",-0.482058296464222,5.57864574442825,-3.14842425926829,0.0052375684906333,0.00723498894287289,-3.65445946247901
"110","141476_at","CG18324","36568","uncharacterized protein",-0.427814855346358,5.62046569387983,-3.76192799434224,0.00129817405165675,0.0020124964247317,-2.28423875515984
"111","141477_at","CG6236","41857","uncharacterized protein",-0.457320330445855,5.5068383188575,-4.10866036668658,0.000585712099158489,0.000969780078975137,-1.49172753573816
"112","141479_at","Atg9","36821","Autophagy-related 9",-0.562746342225666,7.17453861992723,-7.27212316655932,6.26242050461731e-07,2.55834110387491e-06,5.47373257371092
"113","141484_at","CG10672","38598","uncharacterized protein",-0.20847196865018,7.89569365519818,-1.83158972253723,0.0825597314387835,0.0954348020972433,-6.2276006070159
"114","141486_at","Csp","40459","Cysteine string protein",-0.0530270446085392,9.08656925112228,-0.347022632539023,0.732345523384531,0.747418639195852,-7.78841286063243
"115","141487_at","RpI135","33210","RNA polymerase I 135kD subunit",0.0643682688487912,3.88037457478995,0.561263395388831,0.581104436223876,0.601820798912447,-7.68735187672667
"116","141488_at","aft","37034","adrift",-0.971379428280077,5.59370013369769,-12.9966282928807,5.69433513539614e-11,1.15330336967601e-09,15.0789626045123
"117","141491_at","Ankle2","32732","Ankyrin repeat and LEM domain containing 2",-1.08907497060501,6.06722228257101,-9.92181460088445,5.34235813594294e-09,4.68546492663096e-08,10.3889647120199
"118","141493_at","fog","33148","folded gastrulation",-0.698950279085468,4.59385462329446,-4.9911354626372,7.85062405641564e-05,0.000159677473735865,0.532494113244207
"119","141495_at","Mlc-c","31474","Myosin light chain cytoplasmic",-0.625678461285823,5.186608634068,-3.13126743446705,0.00544306010034662,0.00749724178572647,-3.69183283789122
"120","141496_at","Tor","47396","Target of rapamycin",-0.484695664011084,5.59450060215762,-5.25347924695925,4.36633938615733e-05,9.44890299066102e-05,1.12804574364421
"121","141503_at","lva","31350","lava lamp",-0.601227116749922,7.36053084661357,-6.40260514119966,3.65591047851664e-06,1.14535931767036e-05,3.6611685526869
"122","141504_at","Khc","36810","Kinesin heavy chain",-0.162102791962481,7.42609459518511,-1.32306633130405,0.201340600390518,0.220424654253189,-6.97158959068847
"123","141505_at","BHD","38793","Birt-Hogg-Dube",-0.294904241352982,5.16696599111936,-2.46545522784219,0.0232597548639378,0.0288714091448792,-5.07808294815917
"124","141508_at","CG11247","40414","uncharacterized protein",0.2305193691486,4.93104596194854,1.31218310234975,0.204916150041864,0.224083211984943,-6.98540341472164
"125","141511_at","dos","38321","daughter of sevenless",-0.583405348248721,5.28008172200938,-3.96004440386442,0.000823911432811154,0.00132083014535389,-1.83229604142941
"126","141512_at","CG33116","326259","uncharacterized protein",-0.872045899000672,6.17742170570275,-5.93323989833445,9.8763744013186e-06,2.68464252528175e-05,2.64361283748836
"127","141516_at","cal1","42065","chromosome alignment defect 1",-0.227594575770661,5.59816212721514,-1.47227714099797,0.15713449770664,0.174418685991624,-6.77280568026347
"128","141519_at","CG5664","40371","uncharacterized protein",-0.451436247169589,4.60033993906695,-3.39080213065176,0.00302968104231802,0.00437417805105755,-3.12011839159503
"129","141521_at","escl","34611","escl",-0.605562396683095,7.13106534077956,-5.08865942792004,6.30760869630748e-05,0.000130696560594959,0.754442734642602
"130","141524_at","fmt","38714","fiery mountain",-0.824308028096819,8.0038659094116,-6.37672461222282,3.8589854715457e-06,1.18573694316732e-05,3.60574523642838
"131","141526_at","Hsf","37068","Heat shock factor",-1.06550961943989,7.07981766088197,-7.26927065367057,6.29772469857439e-07,2.56911435930496e-06,5.46794755991624
"132","141528_at","Vha16-1","44307","Vacuolar H[+] ATPase 16kD subunit 1",0.646841064356225,7.04734637939197,5.31578776033796,3.80214996437583e-05,8.42731567642648e-05,1.26874035622454
"133","141529_at","Sec3","39940","Secretory 3",-0.658658448653928,5.49650172322577,-6.55880240295685,2.64309620115049e-06,8.72737620494697e-06,3.99390555263489
"134","141532_at","Wdr59","34540","WD repeat domain 59",-0.869326153069239,5.95601887015276,-7.65721511823586,2.96156794049613e-07,1.3627951034987e-06,6.24479550812314
"135","141535_at","Rtc1","32338","Rtc1",-0.456320697277718,5.73135451405608,-4.34035369674262,0.000344306052244509,0.000600864202824762,-0.959411905810966
"136","141536_at","Sply","46059","Sphingosine-1-phosphate lyase",-0.813535992741615,8.57424138059174,-7.08419540037478,9.09095066162334e-07,3.47680506686552e-06,5.09030841758761
"137","141538_at","mod(mdg4)","49228","modifier of mdg4",-0.838364777366143,5.63005816762585,-5.843044708966,1.19925549183074e-05,3.18472649538802e-05,2.44518815472918
"138","141539_at","Trx-2","34281","thioredoxin-2",0.739537659797628,8.48922294957009,6.29511389736687,4.57883591888403e-06,1.3703155153705e-05,3.4304399342296
"139","141541_at","CG13868","37302","uncharacterized protein",-1.16731418990603,6.61111757991064,-5.09749460443231,6.18405123378351e-05,0.00012859964821664,0.774519268441635
"140","141542_at","kuz","34772","kuzbanian",-0.560833432005763,7.51055320911713,-3.016442345939,0.00703448733117883,0.00948485024119565,-3.9401985866013
"141","141544_at","Pvr","34127","PDGF- and VEGF-receptor related",-0.340196925531294,3.78946947874337,-2.5696585137617,0.0186516727375644,0.0235893627059081,-4.87096614995284
"142","141546_at","CG1074","40564","uncharacterized protein",-0.212031956743966,6.37945639936363,-1.4790788304332,0.155324568549467,0.1726095282644,-6.76333670332362
"143","141548_at","aru","33268","arouser",-2.05415880740165,5.93024439141348,-12.1419318429787,1.8382482170652e-10,2.97011341139299e-09,13.8696020048282
"144","141550_at","Stoml2","37807","Stomatin like 2",0.174384722737292,5.51140325354034,1.45395062182118,0.162097150072619,0.17958066394794,-6.79814546194969
"145","141551_at","Cpsf5","39083","Cleavage and polyadenylation specific factor 5",-1.12564975711437,6.86804487548396,-7.06962226771573,9.35940293110495e-07,3.55538491101011e-06,5.0603806759651
"146","141559_at","Sec5","33563","Secretory 5",-0.321977177620988,6.7294538480317,-2.55849585682329,0.0191007175259356,0.0241042841617336,-4.8933573357064
"147","141560_at","Neurl4","39558","Neuralized E3 ubiquitin protein ligase 4",-0.400276596973053,6.178098134585,-2.82447494055492,0.0107487343598072,0.0140963793975402,-4.34775002128497
"148","141562_at","CG6665","36903","uncharacterized protein",-1.19480909653459,6.53321251569853,-10.0726030134387,4.18028449594416e-09,3.85336481100493e-08,10.6423970989454
"149","141564_at","CG2017","40733","uncharacterized protein",-0.374839373403155,7.09461594275074,-3.44495073262657,0.0026787904972318,0.0039167267259983,-2.99931412139864
"150","141567_at","GMF","34963","Glia maturation factor",-0.875963544213265,7.66691274853931,-6.38257471710978,3.81208763326807e-06,1.18397019797829e-05,3.61828046066948
"151","141568_at","regucalcin","32165","regucalcin",1.09503887699736,7.5631397128434,3.37133242384294,0.00316658699139767,0.00454219660212454,-3.16343919424022
"152","141573_at","CG17646","33354","uncharacterized protein",-1.35098654665336,5.24827484313427,-10.8643674066808,1.20132933319638e-09,1.36562180326988e-08,11.9307707049299
"153","141574_at","CG11807","36683","uncharacterized protein",-0.648539713942146,7.87367368163781,-3.1230213440579,0.0055445965337383,0.0076261404261269,-3.70977219160069
"154","141575_at","KrT95D","42843","Krueppel target at 95D",-0.360141493870827,3.35577213768447,-3.19782633121343,0.00468717565104829,0.00652483890242734,-3.54648739752682
"155","141580_at","AP-1-2beta","32987","Adaptor Protein complex 1/2, beta subunit",0.477354739798287,7.68856682186585,4.04430054775224,0.000678979862464706,0.00110825543952809,-1.63933712316163
"156","141581_at","CG8389","36764","uncharacterized protein",-0.955808177456567,7.72351059204189,-9.12964943086423,2.02404436265089e-08,1.43378117906009e-07,9.01299303860161
"157","141582_at","Rop","38493","Ras opposite",0.74924595212878,5.96409173005799,6.21179440898389,5.45731661369807e-06,1.59504497774346e-05,3.25063484855017
"158","141586_at","dor","31118","deep orange",-0.456196190486752,4.82345940677311,-4.27929817781966,0.000395992924340634,0.000683598829774107,-1.09977197300721
"159","141591_at","RhoGEF2","36915","Rho guanine nucleotide exchange factor 2",-2.63257802342216,6.6078976446257,-24.1380115045996,7.72386428113354e-16,1.480922244836e-13,26.5206116038792
"160","141593_at","Usp8","42509","Ubiquitin specific protease 8",-0.41292230078615,6.82353788342369,-2.9054014776472,0.00899678931207516,0.0119238553278932,-4.17720172582152
"161","141596_at","sll","42115","slalom",-0.593043833371528,5.82405491250768,-5.81990927552963,1.26068845641273e-05,3.31723696307685e-05,2.39414941393798
"162","141597_at","Cdk12","40385","Cyclin-dependent kinase 12",-0.315065160628703,4.7253913329669,-2.75326840871613,0.0125568098817002,0.0163113754380171,-4.49616274854181
"163","141598_at","Swip-1","35158","Swiprosin-1",-1.12355084611142,6.04055256145307,-8.55104213688511,5.61936540610781e-08,3.3669364391596e-07,7.95876844687741
"164","141601_at","eIF2Bgamma","36722","eukaryotic translation initiation factor 2B subunit gamma",-0.478992642173924,5.21050237882663,-4.96773121965125,8.27496535966971e-05,0.000167715295098027,0.47914139874961
"165","141606_at","Ero1L","38500","Endoplasmic reticulum oxidoreductin-1-like",-0.584022947504124,6.24745935837983,-5.64462086796789,1.84454180668969e-05,4.54200483596247e-05,2.00562772275622
"166","141608_at","Incenp","35649","Inner centromere protein",0.377854208212516,4.24877001949718,4.13993873979401,0.000545135234594136,0.000909826505680827,-1.41993610939857
"167","141611_at","Sec8","40712","Secretory 8",-0.57884787833266,7.10492152844923,-6.26283262027641,4.90050828692397e-06,1.45447490538631e-05,3.36087501481877
"168","141612_at","Su(z)12","48071","Su(z)12",-1.47081981859565,6.34825381137064,-6.30806268773563,4.45598787775348e-06,1.34192891480827e-05,3.45830877664719
"169","141614_at","CG8929","37306","uncharacterized protein",-0.805836441444791,8.65230681972988,-7.772545977802,2.37578070683992e-07,1.14451345274231e-06,6.4718830327658
"170","141617_at","128up","36288","upstream of RpIII128",-0.47622087418824,8.57173634829527,-5.29740279120275,3.9604200564636e-05,8.68815261814592e-05,1.22725922522202
"171","141620_at","RhoL","41136","Rho-like",-1.23031575565495,5.79770840113005,-11.0946974257562,8.46302552241753e-10,1.03573027244565e-08,12.2926788543593
"172","141621_at","Ehbp1","36912","Eps15 homology domain containing protein-binding protein 1",-0.918695957974727,7.55656940637814,-5.93971603154645,9.74003046449377e-06,2.65046536748616e-05,2.65782564528834
"173","141625_at","Syb","36080","Synaptobrevin",-0.0774066778454507,4.86678172226184,-0.383326677533933,0.705685028641349,0.722774267226681,-7.77458275125227
