"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"119","141495_at","Mlc-c","31474","Myosin light chain cytoplasmic",-0.505669495250085,5.186608634068,-1.96024943374174,0.0646275484547978,0.204251460830767,-5.11856772211144
"120","141496_at","Tor","47396","Target of rapamycin",0.0901214269715629,5.59450060215762,0.756626540619557,0.458449681494554,0.675115864812257,-6.64876692750063
"121","141503_at","lva","31350","lava lamp",0.436992138989109,7.36053084661357,3.60468574187081,0.00186077628861954,0.0171637304085457,-1.78388730035353
"122","141504_at","Khc","36810","Kinesin heavy chain",-0.0111025873632986,7.42609459518511,-0.0701925382513088,0.944765692172786,0.975220972532671,-6.9401859678127
"123","141505_at","BHD","38793","Birt-Hogg-Dube",0.176870136678929,5.16696599111936,1.14537114583976,0.266119185152598,0.492808917481889,-6.28152201476504
"124","141508_at","CG11247","40414","uncharacterized protein",0.0929692275506344,4.93104596194854,0.409922603336022,0.686396180998789,0.839674783731398,-6.8555553972199
"125","141511_at","dos","38321","daughter of sevenless",0.228048649694212,5.28008172200938,1.19903753845613,0.245089427375313,0.469603181227904,-6.22036315589319
"126","141512_at","CG33116","326259","uncharacterized protein",-0.0724417133735447,6.17742170570275,-0.381783278632516,0.706810838499115,0.850894923199437,-6.8670720706411
"127","141516_at","cal1","42065","chromosome alignment defect 1",0.187337967160706,5.59816212721514,0.938704911714792,0.359531369559097,0.581232275914538,-6.49379157470208
"128","141519_at","CG5664","40371","uncharacterized protein",-0.166879190116308,4.60033993906695,-0.970920853586142,0.343650079875518,0.569290407972226,-6.46319236944507
"129","141521_at","escl","34611","escl",0.134336603922615,7.13106534077956,0.874408713167736,0.392692361547305,0.610477422600026,-6.5520348908727
"130","141524_at","fmt","38714","fiery mountain",0.422352863129443,8.0038659094116,2.53080800828801,0.0202589019743155,0.0947391903709452,-4.06571733827856
"131","141526_at","Hsf","37068","Heat shock factor",0.0641330308925463,7.07981766088197,0.338915049663098,0.738348872564833,0.869416505019077,-6.88306545811837
"132","141528_at","Vha16-1","44307","Vacuolar H[+] ATPase 16kD subunit 1",-0.421087436859771,7.04734637939197,-2.68051325680944,0.0147021405689249,0.0757766241509464,-3.76625243477236
"133","141529_at","Sec3","39940","Secretory 3",0.320061403082423,5.49650172322577,2.46872781445957,0.0231000720548476,0.102523701130666,-4.18742802326693
"134","141532_at","Wdr59","34540","WD repeat domain 59",0.212037664569991,5.95601887015276,1.44669419967524,0.164097091970272,0.371120752882727,-5.90781695435409
"135","141535_at","Rtc1","32338","Rtc1",0.21671318558778,5.73135451405608,1.59667275821403,0.12665170756057,0.318958240756742,-5.69577907536101
"136","141536_at","Sply","46059","Sphingosine-1-phosphate lyase",1.71391138532996,8.57424138059174,11.5605300968902,4.23552167186153e-10,2.03022672137896e-07,13.3973840507049
"137","141538_at","mod(mdg4)","49228","modifier of mdg4",-0.0391903493488357,5.63005816762585,-0.211573341734792,0.834667469395149,0.922560969246906,-6.91944992513304
"138","141539_at","Trx-2","34281","thioredoxin-2",-0.354540441992697,8.48922294957009,-2.33767807973933,0.0303638108217482,0.124022840941986,-4.43914297854078
"139","141541_at","CG13868","37302","uncharacterized protein",-0.872850055211289,6.61111757991064,-2.9524617425878,0.00810798360749029,0.049091707063457,-3.20346071675667
"140","141542_at","kuz","34772","kuzbanian",0.777718497963411,7.51055320911713,3.24010577551853,0.00426128575166094,0.0313438818971275,-2.5871098265875
"141","141544_at","Pvr","34127","PDGF- and VEGF-receptor related",-0.24461474773806,3.78946947874337,-1.43120976511286,0.168431838474732,0.377266329792312,-5.92876374582659
"142","141546_at","CG1074","40564","uncharacterized protein",0.184592817919548,6.37945639936363,0.997425402683801,0.330952020369089,0.559563792228983,-6.43731760253068
"143","141548_at","aru","33268","arouser",-0.160826829981316,5.93024439141348,-0.736356121724172,0.470407775651559,0.68553608344225,-6.66409189266048
"144","141550_at","Stoml2","37807","Stomatin like 2",-0.533512452112911,5.51140325354034,-3.44557262100485,0.00267500243545354,0.0223642645475709,-2.13685262232528
"145","141551_at","Cpsf5","39083","Cleavage and polyadenylation specific factor 5",-0.15689228553269,6.86804487548396,-0.763255851990291,0.454579116824108,0.670445917941608,-6.64366994150286
"146","141559_at","Sec5","33563","Secretory 5",-0.105535544185971,6.7294538480317,-0.649582038773579,0.523651164679677,0.721965843537273,-6.7252267299668
"147","141560_at","Neurl4","39558","Neuralized E3 ubiquitin protein ligase 4",0.117746019489315,6.178098134585,0.643575327776014,0.527456983598798,0.726023105686736,-6.72918830968584
"148","141562_at","CG6665","36903","uncharacterized protein",0.233524384135121,6.53321251569853,1.52493403608191,0.143564150674844,0.3442880845415,-5.79924268844964
"149","141564_at","CG2017","40733","uncharacterized protein",-0.114314431469381,7.09461594275074,-0.813794027185492,0.425731753039375,0.640044182823441,-6.60344386846964
"150","141567_at","GMF","34963","Glia maturation factor",-0.691604882564312,7.66691274853931,-3.90340443521672,0.000938334876164027,0.0109257129710435,-1.11416148916637
"151","141568_at","regucalcin","32165","regucalcin",-1.42748944480502,7.5631397128434,-3.4042431333132,0.00293857887551954,0.0236732572716924,-2.22797146429624
"152","141573_at","CG17646","33354","uncharacterized protein",-0.701671077272367,5.24827484313427,-4.37081696686376,0.000321113960475433,0.00527727857329912,-0.0571714304742406
"153","141574_at","CG11807","36683","uncharacterized protein",-0.120468820992453,7.87367368163781,-0.449354051658011,0.658202933220477,0.825404211319362,-6.83806536781304
"154","141575_at","KrT95D","42843","Krueppel target at 95D",-0.0188628360021501,3.35577213768447,-0.12973714201814,0.898122693768706,0.95479669365029,-6.93398463892008
"155","141580_at","AP-1-2beta","32987","Adaptor Protein complex 1/2, beta subunit",0.280187329925504,7.68856682186585,1.83876530604769,0.0814550918425489,0.236631155696132,-5.3207200384435
"156","141581_at","CG8389","36764","uncharacterized protein",-0.198537186374033,7.72351059204189,-1.46892914457585,0.158031716041347,0.364766625469433,-5.87742295517487
"157","141582_at","Rop","38493","Ras opposite",-0.313417999889146,5.96409173005799,-2.01276108980439,0.0583651964348577,0.190965079575257,-5.02852373732175
"158","141586_at","dor","31118","deep orange",0.0325621238673568,4.82345940677311,0.236597005520413,0.815472987127885,0.912961076302087,-6.91362004106203
"159","141591_at","RhoGEF2","36915","Rho guanine nucleotide exchange factor 2",0.281764253126828,6.6078976446257,2.00115974365189,0.0597000085138448,0.193972716676403,-5.0485509455714
"160","141593_at","Usp8","42509","Ubiquitin specific protease 8",0.00812598675028564,6.82353788342369,0.0442883549965724,0.965131504669439,0.982233409169944,-6.94173135561225
"161","141596_at","sll","42115","slalom",-0.0291160143852824,5.82405491250768,-0.221328311464853,0.827171508700714,0.91923018148953,-6.91725428788595
"162","141597_at","Cdk12","40385","Cyclin-dependent kinase 12",-0.0697491600949078,4.7253913329669,-0.472131282463178,0.642149906637595,0.812788658921583,-6.82724642676155
"163","141598_at","Swip-1","35158","Swiprosin-1",-0.0782947886947474,6.04055256145307,-0.46156704868453,0.649573602164427,0.817939439503018,-6.8323293610547
"164","141601_at","eIF2Bgamma","36722","eukaryotic translation initiation factor 2B subunit gamma",0.14788280503496,5.21050237882663,1.18801671972048,0.249302321541786,0.471820189271483,-6.23311991002012
"165","141606_at","Ero1L","38500","Endoplasmic reticulum oxidoreductin-1-like",0.0649251862646336,6.24745935837983,0.486064266488886,0.632417758088095,0.809089622892065,-6.8203708913277
"166","141608_at","Incenp","35649","Inner centromere protein",0.0734703391935598,4.24877001949718,0.623529953832995,0.54026705788096,0.735698764411211,-6.74215346031987
"167","141611_at","Sec8","40712","Secretory 8",0.0223601367894384,7.10492152844923,0.187394327459167,0.853315786101039,0.934197259545713,-6.92446733426815
"168","141612_at","Su(z)12","48071","Su(z)12",0.431175989916395,6.34825381137064,1.43240794673724,0.168093136891838,0.377095055928959,-5.92714935979205
"169","141614_at","CG8929","37306","uncharacterized protein",0.0187778555512246,8.65230681972988,0.140293650454991,0.889887974340465,0.952039032615483,-6.93250030866371
"170","141617_at","128up","36288","upstream of RpIII128",0.125694032688312,8.57173634829527,1.08304088939788,0.292192369127516,0.519372839067203,-6.34948087282351
"171","141620_at","RhoL","41136","Rho-like",0.0306411880442301,5.79770840113005,0.214032686274883,0.832776087598311,0.921178472281824,-6.91890566227975
"172","141621_at","Ehbp1","36912","Eps15 homology domain containing protein-binding protein 1",0.26863433667259,7.55656940637814,1.34533681031916,0.194177188366795,0.410024665009474,-6.0415970040181
"173","141625_at","Syb","36080","Synaptobrevin",-0.955504238343344,4.86678172226184,-3.66520996960084,0.00162018174329711,0.0157420361274408,-1.6488375522567
"174","141628_at","AP-2mu","42642","Adaptor Protein complex 2, mu subunit",0.178944825242121,8.17218497766695,1.19093866123597,0.248180070642148,0.471820189271483,-6.22974760028502
"175","141633_at","CG13384","34160","uncharacterized protein",0.0418484924517912,6.65773577353241,0.174220845706403,0.863514103155404,0.939994913200205,-6.92694597989428
"176","141634_at","Ddx1","40457","Dead-box-1",0.110566627734402,7.29489338126939,0.703038747447117,0.490461477537258,0.700380938131655,-6.68842517517275
"177","141636_at","PH4alphaEFB","43620","prolyl-4-hydroxylase-alpha EFB",0.00770190451231123,8.32984552182468,0.059146530486222,0.953446112091675,0.97935238065128,-6.9409304462418
"178","141637_at","CG5721","37084","uncharacterized protein",-0.0772144699335584,8.01376014114709,-0.478143937529532,0.637941804751737,0.811823287816813,-6.82430329310477
"179","141639_at","CG1640","32292","uncharacterized protein",-0.241616158991977,6.60605905085607,-1.1216939459323,0.275812969770462,0.503267081666338,-6.30772991713734
